,job title,company,region,location,additional info,skills required,is remote?,is fresher?
568,Data analyst,Your Car,Surat,"Surat, Gujarat","Strong analytical skills with the ability to interpret complex data and provide actionable insights.
Proficiency in data analysis tools (such as Excel, SQL) and…
Employer
Active 11 days ago·More...",Excel,No,NA
569,Data analyst,Appzlogic Mobility Solutions Pvt Ltd,Noida,"Noida, Uttar Pradesh","Proficiency in data research on US and asia clients.
Recommend changes and enhancements based on data-driven insights.
Employer
Active 12 days ago·More...",,No,NA
570,Data analyst,Harvest Group,Tamil Nadu,Tamil Nadu,"Building and maintaining data pipelines from data sources to cloud database storage.
Data Operations- Cloud data management.
Posted
Posted 30+ days ago·More...",,No,NA
571,Data analyst,Goldman Sachs,Bengaluru,"Bengaluru, Karnataka","Strong knowledge of data structures, algorithms, programming paradigms.
The Risk Business identifies, monitors, evaluates, and manages the firm’s financial and…
Posted
Posted 30+ days ago·More...",Data Structure,No,NA
572,Data analyst,Nestaway Technologies,Bengaluru,"Bengaluru, Karnataka","Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with…
Posted
Posted 30+ days ago·More...",Data Mining,No,NA
573,Data analyst,The/Nudge,Bengaluru,"Bengaluru, Karnataka","Collect, organize, and analyze data from various marketing channels, ensuring data accuracy and reliability.
Excellent communication skills, with the ability to…
Posted
Posted 26 days ago·More...",Excel,No,NA
574,Data analyst,JPMorgan Chase & Co,Mumbai,"Mumbai, Maharashtra","The team encompasses a variety of disciplines from data governance and strategy to reporting, data science and machine learning.
Posted
Posted 13 days ago·More...",Machine Learning,No,NA
575,Data analyst,Flipkart,Bengaluru,"Bengaluru, Karnataka","Process management and data mining.
You will drive data driven decision making through the stakeholders.
You will execute quantitative analysis that translates…
Posted
Posted 30+ days ago·More...",Data Mining,No,NA
576,Data analyst,Mantras2Success consultants,Mumbai,"Mumbai, Maharashtra","Acquire data from primary or secondary data sources and maintain databases/data systems.
Technical expertise regarding data models, database design development,…
Posted
Posted 30+ days ago·More...",,No,NA
577,Data analyst,LatinumHR,Calicut,"Calicut, Kerala","Ability to use large, complex data sets using a variety of software applications.
3 to 6 years of experience in an applied research or data management…
Employer
Active 12 days ago·More...",,No,No
578,Data analyst,John Cockerill,Mumbai,"Mumbai, Maharashtra","Ensuring the accuracy and integrity of HR data by performing regular data audits and cleaning activities.
Design dashboards for local managers to effectively…
Posted
Posted 30+ days ago·More...",Dashboard,No,NA
579,Data analyst,iTDAY India,Bengaluru,"Bengaluru, Karnataka","Experience using a variety of data mining/data analysis methods, using a variety of data.
Develop custom data models and algorithms to apply to data sets.
Posted
Posted 30+ days ago·More...",Data Mining,No,No
580,Data analyst,Genpact,Bengaluru,"Bengaluru, Karnataka","Deliver end-end reporting and data assessment requirements of “Work in Progress” and “Engine configuration” data ingestion process.
Posted
Posted 7 days ago·More...",,No,NA
581,Data analyst,Novartis,Hyderabad District,"Hyderabad District, Telangana","Extract data/ metrics from social media ad platforms or Sprinklr, analyze extracted data, measure campaign performance, generate insights to facilitate decision…
Posted
Posted 1 day ago·More...",,No,NA
582,Data analyst,General Mills,Mumbai,"Mumbai, Maharashtra","Should be familiar with master data T codes/tables.
Preferred exposure to additional SAP master data domain (customer).
Role: Master Data Advanced Analyst.
Posted
Posted 30+ days ago·More...",,No,NA
583,Data analyst,Findem,Remote in Bengaluru,"Remote in Bengaluru, Karnataka","Perform any other secondary data research activity as required.
Carry out Data Research activities on the internet or our proprietary system.
Posted
Posted 15 days ago·More...",,Yes,NA
584,Data analyst,AJobman,Ahmedabad,"Ahmedabad, Gujarat","Data Analysis:* Applying statistical techniques and data visualization tools to analyze patterns, trends, and correlations in the data.
Employer
Active 11 days ago·More...","Data Visualization, Stat",No,NA
585,Data analyst,JPMorgan Chase & Co,Bengaluru,"Bengaluru, Karnataka","You will be responsible for developing and maintaining various control scenarios used for various projects like CIT, Remediation and Data pull for adhoc…
Posted
Posted 11 days ago·More...",,No,NA
586,Data analyst,Bristol Myers Squibb,Hyderabad,"Hyderabad, Telangana","Ensure adherence to applicable data governance policies and procedures including management of data access policies and maintaining of data acquisition…
Posted
Posted 14 days ago",,No,NA
587,Data analyst,Accenture,Noida,"Noida, Uttar Pradesh
+1 location","To validate and provide feedback on RFIs which are being recommended for closure or SAR / Exit based on the investigation performed by the analysts in order to…
Posted
Posted 1 day ago·More...",,No,NA
588,Data analyst,Maxxmann Communications Pvt. Ltd,Chandigarh,"Chandigarh, Chandigarh","Experience in analysing data to draw business-relevant conclusions and in data visualization techniques and tools.
Lead generation and pre sales experience..
Employer
Active 11 days ago·More...",Data Visualization,No,No
589,Data analyst,Bridgesoft Solutions Pvt Ltd,Hyderabad,"Hyderabad, Telangana","Perform data back-up and archival on regular basis.
Strong on Advanced SQL queries and troubleshooting.
Optimize database systems for performance efficiency.
Employer
Active 21 days ago·More...", Sql ,No,NA
590,Data analyst,Technovatrix,India,India,"Experience in data warehousing and BI testing with strong data analysis, SQL & data analytical skills.
Validation of data transformations and perform End-to-End…
Posted
Posted 30+ days ago·More...", Sql ,No,No
591,Data analyst,Eaton,Hadapsar,"Hadapsar, Pune, Maharashtra","5+ years of experience in data analytics.
Develop and maintain data models, databases, and reporting systems to facilitate data analysis and reporting.
Posted
Posted 14 days ago·More...",,No,No
592,Data analyst,Sai Computers Limited,Meerut,"Meerut, Uttar Pradesh
+1 location","Complete data analysis of HT-meter like load survey, tamper/event data, billing and consumption with the help of MDAS (secure and bcits MDAS).
Posted
Posted 4 days ago·More...",,No,NA
593,Data analyst,Michelin,Pune,"Pune, Maharashtra","Support Analyst 2 - Data Integration.
Incident Management Ø Identifies impact and validates priority.
Ø Provides technical and functional analysis Ø Provides…
Posted
Posted 20 days ago·More...",,No,NA
594,Data analyst,LanceTech Solutions Pvt Ltd,Remote in Chennai,"Remote in Chennai, Tamil Nadu","Utilize data processing tools for effective data transformation and analysis.
Proven experience with various data analysis tools and methodologies.
Employer
Active 12 days ago·More...",,Yes,No
595,Data analyst,Saltmine,Bengaluru,"Bengaluru, Karnataka","Lngest curated machine-readable data sets in order to configure customer data on Saltmine platform.
Outline machine-readable data from IWMS sources and generate…
Posted
Posted 26 days ago·More...",,No,NA
596,Data analyst,Indibni Pvt Ltd,Jaipur,"Jaipur, Rajasthan","Analysis of daily sales and entering the data in the relevant sheets ensuring all data is in place and reach to be looked into.
Employer
Active 10 days ago·More...",,No,NA
597,Data analyst,Chqbook,Gurgaon,"Gurgaon, Haryana","Compile and analyze data related to business' issues.
Develop clear visualizations to convey complicated data in a straightforward fashion.
Posted
Posted 30+ days ago·More...",,No,NA
598,Data analyst,AI Workspace,Kolkata,"Kolkata, West Bengal","Should have basic knowledge of computers with hands-on experience in MS Office.
Should have good analytical and logical reasoning skills.
Posted
Posted 30+ days ago·More...",,No,No
599,Data analyst,Round Bracket,Jaipur,"Jaipur, Rajasthan","Utilize a variety of data analysis and organizational tools to uncover insights.
The successful candidate will be responsible for developing new business…
Employer
Active 20 days ago·More...",,No,NA
600,Data analyst,PYXIDIATECH LAB LLP,Bengaluru,"Bengaluru, Karnataka","Using data collected through HRIS, the HR analyst will recommend changes to improve the culture in the organization and make suggestions about staff hiring and…
Posted
Posted 4 days ago·More...",,No,NA
601,Data analyst,GXO Logistics,Mumbai,"Mumbai, Maharashtra","Run complex HR analysis using data warehouse cubes.
Build and analyze audit reports to ensure HR data is accurate and up-to-date.
Posted
Posted 7 days ago·More...",,No,NA
602,Data analyst,Giesecke+Devrient GmbH,Gurgaon,"Gurgaon, Haryana","Analyze data from threat and vulnerability feeds and analyze data for applicability to the G+D environment.
This is a role in the Cyber Defense Center, where a…
Posted
Posted 30+ days ago·More...",,No,NA
603,Data analyst,FIS Global,Mohali,"Mohali, Punjab","Draft product key objectives and results, strategies and apply the data for the product to make business decisions.
Knowledge of FIS’ products and services.
Posted
Posted 11 days ago·More...",,No,NA
604,Data analyst,KRSNAA Diagnostics,Pune,"Pune, Maharashtra","Experience: 1-5 Yrs Job Location: Pune Head Office Department:…
Posted
Posted 30+ days ago·More...",,No,No
605,Data analyst,Baker Hughes,Remote in Mumbai,"Remote in Mumbai, Maharashtra","Our team of experts identifies and resolves complex data issues globally.
Baker Hughes is looking for an experienced Analyst who is passionate about data…
Posted
Posted 12 days ago·More...",,Yes,No
606,Data analyst,MPOWER Financing,Bengaluru,"Bengaluru, Karnataka","Instilling a company wide-culture of data-first decision making and driving continuous data quality best practices.
Strong working experience in SQL.
Posted
Posted 30+ days ago·More...",,No,No
607,Data analyst,Samyak Infotech,Ahmedabad,"Ahmedabad, Gujarat","Applying data analysis techniques like statistical methodology, variable coding, data manipulation for preprocessing and post processing of data.
Posted
Posted 30+ days ago·More...","Preprocessing, Stat",No,NA
608,Data analyst,Arihant Capital Markets Ltd,Indore,"Indore, Madhya Pradesh","The research analyst's responsibilities include researching, collecting, analyzing, and interpreting data, and using the data to guide the business's decision…
Employer
Active 15 days ago·More...",,No,NA
609,Data analyst,Boston Consulting Group,New Delhi,"New Delhi, Delhi","The team uses a variety of number of digital and advanced data analytics tools; and you will be expected to develop expertise on those.
Posted
Posted 30+ days ago",,No,NA
610,Data analyst,Infosys,Hyderabad,"Hyderabad, Telangana
+1 location","Ability to work as Business Analyst in Global Risk domain-based client projects in financial services area.
Good understanding of Global Risk domain in banking…
Posted
Posted 30+ days ago·More...",,No,NA
611,Data analyst,Asia Pacific Ceramics,Ahmedabad,"Ahmedabad, Gujarat","Data mining to identify the prospective clients.
Communicating with prospects (through emails, calls, and personal visits).
Total work: 1 year (Preferred).
Employer
Active 12 days ago·More...",Data Mining,No,NA
612,Data analyst,Beinex,Kochi,"Kochi, Kerala","Acquiring data from primary or secondary data sources and maintaining databases.
Math Skills: Data analysts need math skills to estimate numerical data.
Posted
Posted 30+ days ago·More...",,No,NA
613,Data analyst,Genpact,Bengaluru,"Bengaluru, Karnataka","Excellent Data analysis skills and should be easily able to interpret technical data is a MUST.
Forecast the maintenance cost of overhauling the aircraft…
Posted
Posted 8 days ago·More...",Excel,No,NA
614,Data analyst,Telstra,Bengaluru,"Bengaluru, Karnataka","Experience in the customer order and fulfillment domain, customer data management domain, or billing/charging and payments domain is highly desirable.
Posted
Posted 29 days ago",,No,No
615,Data analyst,Webyops Inc,Pune,"Pune, Maharashtra","Implement security and data protection solutions.
Extracts, organizes, analyzes, and reports data in a manner that is useful and relevant for making business…
Employer
Active 14 days ago·More...",,No,NA
616,Data analyst,INT9 Solutions,Chennai,"Chennai, Tamil Nadu","Maintain data accuracy and integrity in all reporting activities.
Detail-oriented with a focus on data accuracy.
Posted
Posted 5 days ago·More...",,No,NA
617,Data analyst,FossGen Technologies Pvt.ltd,Pune,"Pune, Maharashtra","Analyze customer data to identify opportunities for growth and improvement.
Conduct market and customer research to understand industry trends and customer…
Posted
Just posted·More...",,No,NA
618,Data analyst,SUMADHURA Group,Marathahalli,"Marathahalli, Bengaluru, Karnataka","L Interpret data, formulate reports and make recommendations.
L Generate and distribute management reports in an accurate and timely manner.
Employer
Active 11 days ago·More...",,No,NA
619,Data analyst,EY,Bengaluru,"Bengaluru, Karnataka","Excellent data analysis and manipulation skills (Microsoft Excel, Power Query or Alteryx).
You will support companies in analyzing costs associated with the…
Posted
Posted 30+ days ago·More...",Excel,No,NA
620,Data analyst,KPMG,Mumbai,"Mumbai, Maharashtra","Btech/BCA holding 3-5 years of post qualification experience.
Posted
Posted 30+ days ago·More...",,No,No
621,Data analyst,Airtel India,Gurgaon,"Gurgaon, Gurugram, Haryana","Organizing and running competition & challenges related to AOI & Connectivity across India.
Classification, Digitalization & Analysis on Residential, B2B &…
Posted
Posted 30+ days ago·More...",,No,NA
622,Data analyst,Sprinklr,Gurgaon,"Gurgaon, Haryana","Ability to analyse data quickly to reach relevant insights.
Use product usage data to understand customer pain points and recommend possible solutions to the…
Posted
Posted 5 days ago·More...",,No,NA
623,Data analyst,WTW,Gurgaon,"Gurgaon, Haryana","Prepares data validation, preliminary data reconciliation, detailed data query files and sends to reviewer for review.
Meet individual chargeable hours targets.
Posted
Posted 16 days ago·More...",,No,NA
624,Data analyst,EY,Noida,"Noida, Uttar Pradesh","Conducts tests using client data to be certain client needs will be met.
Ever-increasing regulations require audit departments to gather, organize and analyse…
Posted
Posted 26 days ago·More...",,No,NA
625,Data analyst,Vodafone,Bengaluru,"Bengaluru, Karnataka","The role reports into the AM & T Team Lead and is responsible to identify and validate threats by data analysis (e.g. log file information, consolidated event /…
Posted
Posted 14 days ago·More...",,No,NA
626,Data analyst,Propel Technology Group,Chennai,"Chennai, Tamil Nadu","Understands data and provides meaningful insights that adds value to business process.
Works closely with clients, C-suite, and leadership team (internal &…
Posted
Posted 30+ days ago·More...",,No,NA
627,Data analyst,EY,Kochi,"Kochi, Kerala","Good to have experience in performing data governance and data maturity assessment.
Good experience in handling big volume of data.
A valid passport for travel.
Posted
Posted 26 days ago·More...",,No,No
628,Data analyst,Bristol Myers Squibb,Hyderabad,"Hyderabad, Telangana","Ability to deliver upgrade and continuous improvement infrastructure projects for Commercial data integration and data warehousing capabilities.
Posted
Posted 14 days ago",,No,NA
629,Data analyst,JPMorgan Chase & Co,Mumbai,"Mumbai, Maharashtra","Strong Microsoft Office skills, particularly Excel; experience working with large data sets, VBA and Python desirable.
Posted
Posted 30+ days ago·More...","Python, Excel",No,No
630,Data analyst,Certara,Remote in Secunderabad,"Remote in Secunderabad, Telangana","Work with lead consultant, peer data analyst and Quality manager to understand and contribute to database rules, specifications and quality process.
Posted
Posted 30+ days ago·More...",,Yes,NA
631,Data analyst,TESTRIQ QA Lab,Mira Road,"Mira Road, Mumbai, Maharashtra","Benefits & Perk: Provident Fund, Paid time off, Paid sick time.
Flexible work hours, Holidays as per Indian calendar, PL, CL, and paid parental leave.
Posted
Posted 30+ days ago·More...",,No,NA
632,Data analyst,systems plus,Pune,"Pune, Maharashtra","Running data queries to identify coding issues and data exceptions, as well as cleaning data.
Gathering data from primary or secondary data sources to identify…
Posted
Posted 19 days ago·More...",,No,NA
633,Data analyst,Mantras2Success consultants,Mumbai,"Mumbai, Maharashtra
+1 location","Experience delivering reporting, database, data integration and cube solutions.
Experience of database design or integration experience with SQL Server…
Posted
Posted 30+ days ago·More...", Sql ,No,No
634,Data analyst,Tetra Pak,Pune,"Pune, Maharashtra","The role of cyber risk analyst will support the area of risk and control assessment, exception and gap remediation, compliance and risk reporting.
Posted
Today·More...",,No,NA
635,Data analyst,Seller Rocket,Thanjavur,"Thanjavur, Tamil Nadu","Knowledge of data analysis tools and techniques, such as SQL, Excel, or data visualization tools.
Strong analytical skills with the ability to gather, analyze,…
Employer
Active 10 days ago·More...","Data Visualization, Excel",No,NA
636,Data analyst,Mantras2Success consultants,Hyderabad,"Hyderabad, Telangana","Combine raw data from multiple data sources.
Collaborate with analysts to create and maintain data marts.
Create and maintain data pipelines.
Posted
Posted 30+ days ago·More...",,No,NA
637,Data analyst,Etraveli Group,Pune,"Pune, Maharashtra
+1 location","Experience working effectively with data processing and engineering teams.
Collaborate with business development teams to provide a data driven approach to…
Posted
Posted 7 days ago·More...",,No,No
638,Data analyst,Bristol Myers Squibb,Hyderabad,"Hyderabad, Telangana","Ensure adherence to applicable data governance policies and procedures including management of data access policies and maintaining of data acquisition…
Posted
Posted 14 days ago",,No,NA
639,Data analyst,Citi,Chennai,"Chennai, Tamil Nadu","Mines and analyzes data from various banking platforms to drive optimization and improve data quality.
Conducts strategic data analysis, identifies insights and…
Posted
Posted 30+ days ago·More...",,No,NA
640,Data analyst,NetConnect Private Limited,Bengaluru,"Bengaluru, Karnataka","Lead and mentor a team of data engineers, data analysts, and other project resources.
Ensure adherence to best practices in data management, data governance,…
Employer
Active 10 days ago·More...",,No,NA
641,Data analyst,Genpact,Bengaluru,"Bengaluru, Karnataka","Responsible for data mining of large, complex, and ambiguous data with the goal of generating insights.
Analytics experience with business understanding/Proven…
Posted
Posted 30+ days ago·More...",Data Mining,No,No
642,Data analyst,Recruiter Wings Consultancy,Chennai,"Chennai, Tamil Nadu","We are looking to hire a data analyst to join our data team.
To do well in this role you need a very fine eye for detail, experience as a data analyst, and a…
Posted
Posted 30+ days ago·More...",,No,No
643,Data analyst,Mastercard,Pune,"Pune, Maharashtra","Translates data into actionable insights to accelerate decision making and product strategy development.
Monitor a forecast model based on available data from…
Posted
Posted 30+ days ago·More...",,No,NA
644,Data analyst,Concentrix,Bengaluru,"Bengaluru, Karnataka","Refines and capture data to be used as an input to the models.
Understanding statistical data analysis techniques, visualization & creating scenario-based…
Posted
Posted 30+ days ago·More...",Stat,No,NA
645,Data analyst,CIGNEX Datamatics,Bengaluru,"Bengaluru, Karnataka","Telco data experience is an added plus.
Develop remediation scripts, develop algorithmic cleanup scripts where needed, manual data remediations.
Posted
Posted 30+ days ago·More...",,No,No
646,Data analyst,iAssure International Technologies Pvt Ltd,Pune,"Pune, Maharashtra","Proficiency in data analysis tools and techniques.
Use data-driven insights to recommend solutions for business challenges.
Total work: 1 year (Preferred).
Employer
Active 11 days ago·More...",,No,NA
647,Data analyst,Boston Consulting Group,New Delhi,"New Delhi, Delhi
+1 location","As a Research Analyst within BCG’s Data and Research Service (DRS) function, you will independently work on complex research projects within our Industrial…
Posted
Posted 22 days ago",,No,NA
648,Data analyst,Wells Fargo,Hyderabad,"Hyderabad, Telangana
+1 location","Analyze and explore predictive patterns using big data translating into enhanced strategies/rules.
Use Python to build end to end Machine Learning models…
Posted
Posted 12 days ago·More...","Python, Machine Learning, Big Data",No,NA
649,Data analyst,Kaplan,Bengaluru,"Bengaluru, Karnataka","The Business Analyst (BA) will help gather and document requirements and act as a proxy to the product owners.
30-day notification period preferred.
Posted
Posted 5 days ago·More...",,No,NA
650,Data analyst,Sun Life,Bengaluru,"Bengaluru, Karnataka
+1 location","Basic data warehouse and data modelling concepts.
Basic understanding of insurance data concepts.
Good experience in Python programming language for data…
Posted
Posted 30+ days ago·More...",Python,No,No
651,Data analyst,CRISIL,Pune,"Pune, Maharashtra
+1 location","Conceptualize graphics for data visualization and infographics.
Ensure articles are grammatically accurate, adhere to house style, and meet publishing standards…
Posted
Posted 4 days ago·More...",Data Visualization,No,NA
652,Data analyst,CSRBOX,Remote in Ahmedabad,"Remote in Ahmedabad, Gujarat","O Work closely with cross-functional teams including project managers, data analysts, and communication specialists to align impact measurement with overall…
Posted
Posted 27 days ago·More...",,Yes,NA
653,Data analyst,Healthfirst Technologies,Hyderabad,"Hyderabad, Telangana","Provide ad hoc data analysis to support strategic initiatives.
Strong analytical skills with the ability to interpret complex data and make informed…
Employer
Active 12 days ago·More...",,No,NA
654,Data analyst,Sai Computers Limited,Meerut,"Meerut, Uttar Pradesh
+1 location","Complete data analysis of HT-meter like load survey, tamper/event data, billing and consumption with the help of MDAS (secure and bcits MDAS).
Posted
Posted 4 days ago·More...",,No,NA
655,Data analyst,Abserve Tech,Simmakkal,"Simmakkal, Madurai, Tamil Nadu","Enable your marketing and sales team to devise data-driven strategies for generating demand.
In-depth knowledge of the Microsoft Office suite.
Posted
Posted 30+ days ago·More...",,No,NA
656,Data analyst,Institutional Shareholder Services,Hybrid remote in Mumbai,"Hybrid remote in Mumbai, Maharashtra","Develop, maintain, and support SAS/SQL-based Incentive Lab’s data feed, data analysis and data models.
You will be responsible for supporting data feeds,…
Posted
Posted 30+ days ago·More...",,Yes,NA
657,Data analyst,EY,Noida,"Noida, Uttar Pradesh","Conducts tests using client data to be certain client needs will be met.
Ever-increasing regulations require audit departments to gather, organize and analyse…
Posted
Posted 26 days ago·More...",,No,NA
658,Data analyst,iCRC,Noida,"Noida, Uttar Pradesh","Expertise in building data visualizations to highlight patterns in the data from unstructured and structured data sets.
Knowledge of Modern Web architecture.
Posted
Posted 30+ days ago·More...",Data Visualization,No,NA
659,Data analyst,JLL,Bengaluru,"Bengaluru, Karnataka","Capture Commercial CRB data in support of quarterly and annual KPI reporting, cross-referencing with data sets from Sales, Pricing, and Account Management…
Posted
Posted 1 day ago·More...",,No,NA
660,Data analyst,JLL,Bengaluru,"Bengaluru, Karnataka","Capture Commercial CRB data in support of quarterly and annual KPI reporting, cross-referencing with data sets from Sales, Pricing, and Account Management…
Posted
Posted 1 day ago·More...",,No,NA
661,Data analyst,Aspire Ladders,Indore,"Indore, Madhya Pradesh","Good interpersonal with excellent communication skills.
Imparting Training on Tableau, Excel,SQL, Python or R Programming, Statistics.
Posted
Posted 4 days ago·More...","Python,  R , Stat, Excel, Tableau",No,NA
662,Data analyst,Dentsu Aegis Network,Bengaluru,"Bengaluru, Karnataka","Detailed analysis of data, databases, data flow for maintenance of existing reports.
The Analyst will look after Access Management, data accuracy, report…
Posted
Posted 20 days ago·More...",,No,NA
663,Data analyst,Varroc Engineering,Pune,"Pune, Maharashtra","Review with plant finance controllers for monthly collation of financial data at BU Level.
Provide financial data/analysis with recommendations to other BU…
Posted
Posted 7 days ago·More...",,No,NA
664,Data analyst,2M Shaan Engineering Solutions Pvt Ltd,Delhi,"Delhi, Delhi","B. Tech (Civil/Mech/Elec) and MBA.
One fresher and one with experience of minimum 5 years.
Delhi, Delhi: Reliably commute or planning to relocate before…
Employer
Active 15 days ago·More...",,No,No
